Name	Length	EffectiveLength	TPM	NumReads
FBgn0036563	1149	978.002	0	0
FBgn0040087	2769.35	2598.35	44.5349	968
FBgn0038820	999	828.002	0.000105	0.001
FBgn0037491	1179.7	1008.7	12.4437	105
FBgn0030011	1545	1374	1.43871	16.536
FBgn0261439	2636.95	2465.95	91.2827	1883
FBgn0026630	1781.66	1610.66	52.8442	712.001
FBgn0033850	1412	1241	0.192655	2
FBgn0003559	2593.14	2422.14	61.8406	1253
FBgn0024330	1722.21	1551.21	16.174	209.877
FBgn0034909	2106	1935	8.40195	136
FBgn0051547	3529.76	3358.77	0.355912	10
FBgn0034237	2561.23	2390.23	317.132	6341
FBgn0267384	1882.65	1711.66	52.9972	758.834
FBgn0034553	1802	1631	0	0
FBgn0037920	1458	1287	6.56975	70.73
FBgn0032335	506	335.423	0	0
FBgn0031946	1236	1065	0.112246	1
FBgn0260437	509	338.421	0	0
FBgn0001233	2713.24	2542.24	1559.46	33164
FBgn0031941	547	376.396	0	0
FBgn0050479	598	427.382	0	0
FBgn0000227	1352	1181	0	0
FBgn0030809	6566.26	6395.27	45.0859	2412
FBgn0028853	1048	877.002	0	0
FBgn0031229	1270.62	1099.62	32.179	296
FBgn0263000	485	314.439	0	0
FBgn0036318	1571.64	1400.64	108.478	1271
FBgn0029711	3106.2	2935.21	4.86862	119.542
FBgn0027338	2287.06	2116.06	137.56	2435
FBgn0040773	425.303	254.774	337.675	719.668
FBgn0051858	718	547.321	1.31048	6
FBgn0263353	4518.99	4348	0.155313	5.649
FBgn0283503	5722	5551	10.5092	488
FBgn0000552	652	481.345	0	0
FBgn0033447	3560.03	3389.03	0.176366	5.001
FBgn0038708	1188	1017	0.352632	3
FBgn0028415	241	70.594	0	0
FBgn0034741	560.657	390.044	6.1297	20
FBgn0032631	1266	1095	0.109171	1
FBgn0039041	429	258.466	0	0
FBgn0259151	1949	1778	0.067234	1
FBgn0029914	1891.01	1720.01	17.9312	258
FBgn0028887	5860	5689	0	0
FBgn0038210	860	689.234	0	0
FBgn0037038	913	742.224	0.16106	1
FBgn0259184	639.354	468.704	2.29544	9
FBgn0037016	2532	2361	9.6201	190
FBgn0020503	4366.16	4195.16	24.449	858
FBgn0011706	901	730.224	3.43784	21
FBgn0051427	1182	1011	0.236483	2
FBgn0260386	2260.53	2089.54	0.457681	8
FBgn0029656	1659	1488	0.241013	3
FBgn0040227	2012	1841	196.553	3027
FBgn0020618	1110.49	939.488	3189.45	25066
FBgn0032157	3076	2905	25.6368	623
FBgn0031469	1813	1642	0.145606	2
FBgn0040075	1713.68	1542.68	46.339	598
FBgn0285911	2741	2570	47.4914	1021
FBgn0039634	3211	3040	29.7289	756.014
FBgn0004797	2107.98	1936.99	8.27074	134.013
FBgn0038629	3568	3397	0.070464	2.003
FBgn0264344	514.169	343.588	0.552362	1.588
FBgn0030050	650.811	480.16	0.248964	1
FBgn0031453	1069.94	898.966	170.743	1284
FBgn0038989	1307	1136	34.8314	331
FBgn0266521	1881.21	1710.21	73.1147	1046
FBgn0039286	3700	3529	0.203246	6
FBgn0002577	3405	3234	4.00301	108.294
FBgn0010225	2833.75	2662.76	514.04	11450
FBgn0032252	2639.67	2468.67	3.0507	62.999
FBgn0036936	1397	1226	0	0
FBgn0000543	2204	2033	31.5173	536
FBgn0052379	1238	1067	0	0
FBgn0011741	1347	1176	64.3455	633
FBgn0028952	2183.12	2012.12	3.14879	53
FBgn0259968	360	189.521	0	0
FBgn0024998	1952	1781	11.6947	174.234
FBgn0035645	1633	1462	0.081766	1
FBgn0038008	2406	2235	0	0
FBgn0037294	1290	1119	0	0
FBgn0000303	3671.94	3500.95	0.068418	2.004
FBgn0267521	1934	1763	2556.15	37697.9
FBgn0011660	3040	2869	10.8751	261
FBgn0026430	3263.86	3092.86	25.5425	660.848
FBgn0051354	2347	2176	8.50695	154.85
FBgn0030729	1096	925.002	0.25847	2
FBgn0037747	1420.19	1249.2	30.1943	315.524
FBgn0013767	654	483.343	0.247324	1
FBgn0052238	2030	1859	0.064305	1
FBgn0016726	329.475	159.018	5637.42	7499
FBgn0030982	682	511.336	0	0
FBgn0027599	1757	1586	17.562	233
FBgn0033961	477	306.443	81.9205	210
FBgn0039010	2919	2748	0.043502	1
FBgn0035253	3747.9	3576.9	84.3872	2525
FBgn0262001	604	433.381	0.276267	1.002
FBgn0050447	799.333	628.619	0	0
FBgn0037022	1601	1430	6.68768	80
FBgn0033426	1797.44	1626.45	26.0767	354.789
FBgn0261612	3994	3823	0.031269	1
FBgn0028644	4197.37	4026.37	0.092024	3.099
FBgn0037685	1179	1008	0.592968	5
FBgn0001128	1702.33	1531.33	16.5538	212.052
FBgn0051864	688.166	517.497	33.0009	142.86
FBgn0034576	712	541.325	160.546	727
FBgn0036838	2522	2351	4.59875	90.442
FBgn0040763	557.669	387.072	3.39721	11
FBgn0004903	2531.43	2360.43	24.1615	477.082
FBgn0053784	552	381.395	0	0
FBgn0027793	870	699.229	3.76119	22
FBgn0037930	640	469.35	420.507	1651
FBgn0260452	657	486.342	0	0
FBgn0032248	943	772.217	31.2426	201.82
FBgn0051617	1023	852.002	0.253069	1.804
FBgn0043535	558	387.392	0	0
FBgn0040208	2585.76	2414.76	35.2109	711.26
FBgn0038029	945	774.13	0	0
FBgn0085450	7171.65	7000.65	28.654	1678.04
FBgn0038968	6384	6213	13.1606	684
FBgn0085283	318	147.547	0.810201	1
FBgn0032921	700.185	529.511	17.7849	78.778
FBgn0034272	1905	1734	0.06894	1
FBgn0010501	1749	1578	9.60341	126.768
FBgn0264341	789	618.288	0.386689	2
FBgn0002940	1588	1417	0.084363	1
FBgn0034352	1726	1555	0	0
FBgn0015585	358.5	188.021	0	0
FBgn0038678	456	285.451	45.6476	109
FBgn0069056	879	708.228	0	0
FBgn0015926	2351.78	2180.78	11.6421	212.384
FBgn0032688	3086.69	2915.69	18.7369	457
FBgn0020639	519	348.415	0	0
FBgn0266448	1925	1754	0.033048	0.485
FBgn0032404	951.242	780.461	273.101	1783
FBgn0024889	2322	2151	25.2868	455
FBgn0034187	3439.64	3268.64	1.36923	37.439
FBgn0029836	950.333	779.506	0	0
FBgn0053688	528	357.404	0	0
FBgn0263864	4829.92	4658.92	21.1942	826
FBgn0011290	1031.5	860.561	57.3708	413
FBgn0053257	993	822.155	0	0
FBgn0037838	2022	1851	4.32703	67
FBgn0030364	1251	1080	40.9543	370
FBgn0262619	2386	2215	27.2006	504
FBgn0033589	504	333.425	0	0
FBgn0050462	2112.39	1941.39	0.262091	4.256
FBgn0033374	1933	1762	0.546548	8.056
FBgn0083985	1041.71	870.709	3.29504	24
FBgn0032268	758	587.303	0	0
FBgn0000557	2598.39	2427.39	2.41447	49.027
FBgn0031294	7563.09	7392.09	0.138828	8.585
FBgn0035812	4741.21	4570.21	14.7631	564.407
FBgn0052062	3938.99	3767.99	9.6846	305.26
FBgn0266539	1660	1489	42.7912	533
FBgn0020278	3554.6	3383.6	43.9152	1243
FBgn0030326	638.524	467.874	41.6467	163
FBgn0035357	4727.33	4556.33	83.8322	3195.24
FBgn0005636	3337.38	3166.38	13.6291	361
FBgn0000360	1175.29	1004.3	0.119032	1
FBgn0267698	3347.88	3176.88	58.9645	1567
FBgn0053307	589.94	419.324	281.948	989
FBgn0261294	609	438.38	0	0
FBgn0038236	1623	1452	0	0
FBgn0037374	1230.24	1059.25	89.4983	793.029
FBgn0039789	2679	2508	7.34032	154
FBgn0037822	1507	1336	56.6042	632.606
FBgn0037572	910	739.224	0	0
FBgn0265974	4007.55	3836.55	36.2068	1162
FBgn0041248	1146	975.002	0	0
FBgn0034050	1057	886.002	71.7793	532
FBgn0035427	1240.17	1069.17	0.048006	0.43
FBgn0010309	3199.11	3028.11	11.1327	282
FBgn0029989	1823	1652	0.434173	6
FBgn0025621	3261.94	3090.94	14.1938	367
FBgn0034997	3094.15	2923.16	139.002	3399
FBgn0037144	2166	1995	3.72584	62.179
FBgn0033897	3430.71	3259.71	33.8122	922
FBgn0035043	1557	1386	0	0
FBgn0050277	2163	1992	0	0
FBgn0028947	849	678.247	0	0
FBgn0013720	1294.96	1123.96	25.9514	244
FBgn0026314	1672	1501	0.079642	1
FBgn0000015	5166.14	4995.14	0.098554	4.118
FBgn0035588	1082	911.002	27.295	208.008
FBgn0015391	4521	4350	57.4903	2092
FBgn0036186	2926	2755	2.95059	68
FBgn0051259	2089.72	1918.72	0.436122	7
FBgn0031786	855	684.241	0	0
FBgn0033127	1347	1176	79.4916	782
FBgn0032609	1609	1438	0	0
FBgn0035953	3943.62	3772.63	15.3364	484
FBgn0052819	2191	2020	0.12323	2.082
FBgn0264389	984.71	813.909	55.5186	378
FBgn0004510	1858	1687	32.1	453
FBgn0031003	1468	1297	18.5258	201
FBgn0003392	3391.91	3220.91	74.0083	1994.05
FBgn0030945	2298	2127	15.8491	282
FBgn0039204	1514	1343	39.4321	443
FBgn0037700	1156	985.002	60.3173	497
FBgn0038446	442	271.457	34.7896	79
FBgn0034802	2213.68	2042.68	263.124	4496.11
FBgn0085400	5760	5589	0.042778	2
FBgn0039431	6524.4	6353.4	32.4373	1723.97
FBgn0038321	1532.85	1361.85	11.0064	125.388
FBgn0038876	957.758	786.943	27.5622	181.44
FBgn0261004	3187	3016	36.267	915
FBgn0033673	2339.52	2168.52	9.70224	176
FBgn0039617	3105	2934	0.040744	1
FBgn0003149	3330.6	3159.6	0.189173	5
FBgn0058198	1005.79	835.008	3.52197	24.601
FBgn0029814	4184.19	4013.19	0.160147	5.377
FBgn0003444	4008	3837	10.2718	329.697
FBgn0032755	803	632.285	0.189064	1
FBgn0022768	5284.16	5113.17	39.5153	1690.18
FBgn0053356	143	39.126	0	0
FBgn0029812	1077	906.002	0	0
FBgn0034985	4852.1	4681.1	6.58862	257.999
FBgn0033404	3461	3290	0	0
FBgn0025830	3293	3122	12.7999	334.285
FBgn0039551	1194	1023	0	0
FBgn0033465	2277.55	2106.55	24.7989	437
FBgn0021872	2137.01	1966.01	670.554	11028
FBgn0029712	888	717.226	2.5001	15
FBgn0038224	547.699	377.093	243.147	767.001
FBgn0259967	698.5	527.83	0	0
FBgn0029887	4996	4825	29.3271	1183.71
FBgn0015396	3860	3689	25.9565	801
FBgn0028482	2730	2559	3.50359	75
FBgn0040634	444	273.456	0.87431	2
FBgn0038039	1685.41	1514.42	60.0706	761
FBgn0029123	4026	3855	0.155049	5
FBgn0024361	938.18	767.336	3.11578	20
FBgn0030739	3558	3387	8.50597	241
FBgn0031664	1797.83	1626.83	22.9263	312.001
FBgn0263320	597	426.379	0	0
FBgn0033548	316	145.548	142.233	173.173
FBgn0030041	1570	1399	9.99747	117
FBgn0034258	3144.35	2973.35	334.101	8310
FBgn0283545	827	656.265	2.00372	11
FBgn0027339	5633.86	5462.87	23.1791	1059.24
FBgn0012344	1629.87	1458.87	0.329421	4.021
FBgn0030525	1250	1079	0.22158	2
FBgn0030877	2289	2118	30.6708	543.413
FBgn0038013	1147.12	976.119	26.0855	213
FBgn0014865	268	97.579	0	0
FBgn0035298	1786.25	1615.25	38.988	526.804
FBgn0032732	492	321.435	46.8555	125.988
FBgn0262528	294	123.557	0	0
FBgn0003567	3334.38	3163.38	22.7493	602
FBgn0037617	1271.36	1100.36	18.3601	169
FBgn0052418	951	780.21	26.3536	172
FBgn0038311	1739.26	1568.27	2.13433	28
FBgn0267491	702	531.332	0	0
FBgn0036717	2980	2809	0.000186	0.004
FBgn0027590	891.412	720.629	63.0369	380.001
FBgn0034295	1221	1050	0	0
FBgn0036534	3974.3	3803.3	54.7847	1743
FBgn0037207	2278.24	2107.25	148.517	2618
FBgn0263096	252	81.587	0	0
FBgn0260390	1887	1716	0.615829	8.84
FBgn0267899	766	595.301	0	0
FBgn0266019	6877.41	6706.41	49.9293	2801.06
FBgn0036560	1457.23	1286.23	0.4647	5
FBgn0262580	1270	1099	0	0
FBgn0259101	1824.57	1653.57	0.722938	10
FBgn0003733	3123.47	2952.48	0.121466	3
FBgn0030506	3040	2869	12.5001	300
FBgn0037310	785	614.29	0.194603	1
FBgn0033247	1218.87	1047.87	45.0622	395
FBgn0037501	1935	1764	0	0
FBgn0020257	3534.27	3363.28	30.9584	871
FBgn0263215	411	240.483	0.001568	0.003
FBgn0033376	3791	3620	8.81708	267
FBgn0050026	821	650.271	0	0
FBgn0262529	430	259.466	0	0
FBgn0030263	1320.41	1149.41	145.189	1396
FBgn0022029	2267.55	2096.55	39.2288	688.001
FBgn0025697	2403	2232	2.95875	55.243
FBgn0053635	769	598.298	9.99023	50
FBgn0031050	1388.72	1217.73	38.0894	388
FBgn0033844	2260.12	2089.12	219.158	3830
FBgn0011661	2403.4	2232.4	1030.44	19243
FBgn0030773	964	793.191	0	0
FBgn0031264	2821.04	2650.04	0.360878	8
FBgn0038073	4085.04	3914.05	0.013259	0.432
FBgn0029817	1093	922.002	0	0
FBgn0024734	3125.04	2954.04	42.8882	1059.82
FBgn0054031	740	569.309	0.209978	1
FBgn0040305	3357.34	3186.34	15.0229	400.428
FBgn0028878	2122	1951	0.061272	1
FBgn0054057	1251.81	1080.81	4.09238	37
FBgn0030187	1595.85	1424.85	0.761129	9.072
FBgn0036977	1155.51	984.508	0.607118	5
FBgn0035484	2137.59	1966.6	0.285844	4.703
FBgn0052277	850	679.246	0.175993	1
FBgn0035166	1327.99	1156.99	22.9375	222
FBgn0038569	2279.03	2108.03	20.5851	363
FBgn0030483	1025	854.002	0.139979	1
FBgn0031713	1604	1433	41.4603	497
FBgn0266163	378	207.521	0	0
FBgn0016078	1615.49	1444.49	26.2341	317
FBgn0039435	757	586.304	0	0
FBgn0259164	2362	2191	2.45523	45
FBgn0023512	2318.78	2147.78	63.6858	1144.22
FBgn0285971	1994.72	1823.72	14.0274	214
FBgn0031010	1873.84	1702.84	0.491413	7
FBgn0034483	1035	864.002	0	0
FBgn0004359	2445.94	2274.94	2.89012	55
FBgn0265042	2752.08	2581.08	23.3689	504.565
FBgn0035044	780	609.294	21.778	111
FBgn0040346	1515	1344	15.6544	176
FBgn0032136	13330	13159	1.76239	194
FBgn0033629	1208	1037	0	0
FBgn0030837	677	506.338	0.236092	1
FBgn0069913	1497	1326	1.17198	13
FBgn0085644	1165	994.002	0.001054	0.009
FBgn0052654	7344.4	7173.4	30.0622	1803.94
FBgn0027949	1366	1195	86.2305	862
FBgn0037845	1369	1198	0.299355	3
FBgn0030552	1399	1228	35.045	360
FBgn0035922	1402.17	1231.17	0.388387	4
FBgn0000212	5345.28	5174.29	49.3715	2137
FBgn0039459	1184	1013	16.1671	137
FBgn0030432	1696	1525	2.50843	32
FBgn0029176	1670.94	1499.95	1781.88	22358
FBgn0261792	687	516.336	56.7226	245
FBgn0003048	12067	11896	28.7997	2865.94
FBgn0022288	1540.89	1369.89	47.2972	542
FBgn0034261	3446.56	3275.56	7.90538	216.614
FBgn0039415	2161	1990	1.32157	22
FBgn0003187	3296.46	3125.46	0.152992	4
FBgn0033074	1251	1080	0.553437	5
FBgn0261357	1028	857.002	0	0
FBgn0259143	2431.51	2260.52	20.0434	379.016
FBgn0030394	1326	1155	0.931498	9
FBgn0037183	862	691.233	11.6386	67.298
FBgn0267977	2349	2178	8.57294	156.194
FBgn0034663	687	516.336	0	0
FBgn0039707	835.007	664.231	0.179972	1.001
FBgn0026878	777.793	607.079	1.37941	7.006
FBgn0010240	1903	1732	0.662196	9.594
FBgn0013342	2759.46	2588.46	0.554806	12.014
FBgn0038765	1258	1087	7.47827	68
FBgn0037282	2550.38	2379.38	29.7929	593
FBgn0003062	1318	1147	193.117	1852.94
FBgn0027574	2300.41	2129.42	15.3259	273
FBgn0035462	2272	2101	6.20187	109
FBgn0053869	526	355.407	0.056412	0.168
FBgn0031913	1174	1003	112.868	947
FBgn0033627	1950.84	1779.85	2.95524	44
FBgn0085287	623	452.368	0	0
FBgn0263608	1138	967.002	0.123622	1
FBgn0264325	1493	1322	15.4627	171
FBgn0265003	2668.76	2497.76	74.1743	1549.82
FBgn0031139	2481.67	2310.67	0	0
FBgn0027950	902.347	731.561	48.0555	294.083
FBgn0030466	6261	6090	33.6446	1714
FBgn0261055	523.5	352.92	0	0
FBgn0033140	704	533.332	0	0
FBgn0051901	1884	1713	0.209356	3
FBgn0267418	792	621.287	0	0
FBgn0031947	2834	2663	32.0067	713
FBgn0032811	1156	985.002	21.2385	175
FBgn0035088	935.657	764.874	65.3294	418
FBgn0050471	2435	2264	0	0
FBgn0025628	2406.99	2235.99	169.715	3174.44
FBgn0035657	1509	1338	0	0
FBgn0039019	986	815.159	30.9707	211.189
FBgn0030058	1175.09	1004.09	0.000354	0.003
FBgn0037650	857	686.238	0	0
FBgn0026566	903.346	732.567	92.688	568
FBgn0037755	2071.73	1900.73	23.3194	370.778
FBgn0037975	1187	1016	28.8313	245.039
FBgn0030828	1423.74	1252.74	1.33594	14
FBgn0002906	4806	4635	9.67172	375
FBgn0062411	1031	860.002	0	0
FBgn0285938	2060	1889	0.073212	1.157
FBgn0039563	1240.78	1069.78	63.393	567.302
FBgn0031558	342.5	172.036	0	0
FBgn0004173	415	244.481	0	0
FBgn0000286	3752.74	3581.74	11.6481	349
FBgn0034808	2043	1872	0.127716	2
FBgn0050081	1794	1623	1.39945	19
FBgn0035795	777	606.295	0.091753	0.465
FBgn0086200	960.31	789.521	12.6525	83.564
FBgn0053247	607	436.38	0.003151	0.012
FBgn0031730	1593.5	1422.5	0	0
FBgn0023517	1099.09	928.097	66.334	515
FBgn0032812	1717.77	1546.77	32.3825	419
FBgn0038583	2143.65	1972.65	7.09021	117
FBgn0026077	1562.12	1391.12	0.085932	1
FBgn0033680	782	611.291	0	0
FBgn0020616	3634	3463	28.3718	821.896
FBgn0259971	204	37.496	0	0
FBgn0053194	686	515.336	0	0
FBgn0033731	990	819.156	0	0
FBgn0031925	1821	1650	0	0
FBgn0035429	2509.5	2338.5	0.154483	3.022
FBgn0262607	541	370.397	0	0
FBgn0046302	1655.5	1484.5	0	0
FBgn0033486	2485.13	2314.13	29.9097	579
FBgn0030946	3358.25	3187.25	64.0236	1707
FBgn0036920	1242	1071	18.6401	167
FBgn0085200	1206	1035	0	0
FBgn0030788	1678.11	1507.11	27.0009	340.41
FBgn0260486	8525.48	8354.49	21.5633	1507
FBgn0265264	3392	3221	0	0
FBgn0040812	546.5	375.901	0	0
FBgn0038448	1677.5	1506.5	0	0
FBgn0050438	2060.37	1889.37	10.1867	161
FBgn0031542	1402	1231	0.19422	2
FBgn0035888	2708.82	2537.82	5.74373	121.936
FBgn0038397	5379	5208	0.758266	33.035
FBgn0052631	1289	1118	0	0
FBgn0033807	1197.48	1026.48	0.232918	2
FBgn0003334	3785.36	3614.37	36.0713	1090.62
FBgn0038129	2318	2147	18.5084	332.413
FBgn0017581	5291.07	5120.07	430.134	18422.9
FBgn0053630	639	468.35	0	0
FBgn0039198	825	654.267	0	0
FBgn0031606	3335	3164	22.4048	593
FBgn0051119	1172.06	1001.06	2.29642	19.231
FBgn0034928	1309.86	1138.86	0.944879	9.002
FBgn0032052	1478	1307	65.2132	713
FBgn0039073	1684.42	1513.43	6.79297	86
FBgn0042118	560	389.413	0	0
FBgn0031652	1295.03	1124.03	7.48459	70.376
FBgn0266171	2110	1939	1.60789	26.08
FBgn0036696	529.157	358.561	36.3401	109
FBgn0036836	2419	2248	0.159532	3
FBgn0034900	580	409.386	0	0
FBgn0263250	1138	967.002	0	0
FBgn0067629	1315	1144	3.28344	31.422
FBgn0267790	2314.35	2143.35	134.526	2412
FBgn0262477	3200.85	3029.85	0.078909	2
FBgn0038102	1136	965.002	3.49263	28.194
FBgn0027259	689.827	519.145	52.1118	226.309
FBgn0037547	1922.5	1751.5	0	0
FBgn0032297	1835.24	1664.24	13.7946	192.045
FBgn0265726	5313.18	5142.18	3.16165	136
FBgn0038063	3675.05	3504.05	0.798828	23.415
FBgn0038304	2986	2815	16.1372	380
FBgn0261270	1533.79	1362.79	138.683	1581
FBgn0033891	1150.21	979.216	14.6496	120
FBgn0036470	789	618.288	0.193345	1
FBgn0033502	1833.75	1662.76	6.32669	87.999
FBgn0086251	3168.44	2997.45	25.2051	632
FBgn0031321	1566	1395	18.4241	215
FBgn0035519	1859	1688	39.0923	552.004
FBgn0038647	281	110.569	2.16232	2
FBgn0035815	2646.06	2475.06	0.048299	1
FBgn0036752	2585.94	2414.94	166.316	3359.84
FBgn0038282	3847.25	3676.25	0.097552	3
FBgn0051710	779.309	608.6	17.6727	89.974
FBgn0031044	2001.01	1830.02	22.202	339.879
FBgn0015609	12097	11926	0.090213	9.001
FBgn0261649	7047.97	6876.97	0.295593	17.005
FBgn0035468	1470	1299	0.276079	3
FBgn0001148	1649	1478	0	0
FBgn0085303	839	668.259	0	0
FBgn0030545	730	559.318	41.8909	196
FBgn0259986	2413.92	2242.92	0.106596	2.001
FBgn0262542	394	223.503	0	0
FBgn0031662	1194	1023	68.8274	589
FBgn0264324	7174.04	7003.04	21.3888	1253
FBgn0033139	848	677.249	0.176512	1
FBgn0033412	1493	1322	0.180851	2
FBgn0265011	4022.69	3851.69	1.52078	49
FBgn0037025	6114.62	5943.62	8.88984	442
FBgn0032834	535	364.399	0	0
FBgn0051516	1668	1497	0.878401	11
FBgn0001220	2792.3	2621.3	195.551	4288
FBgn0003598	4418.59	4247.59	18.5069	657.587
FBgn0083966	974	803.174	0	0
FBgn0051648	898	727.225	27.123	165
FBgn0000414	8032.09	7861.1	24.2853	1597
FBgn0032250	1198	1027	16.7615	144
FBgn0040255	1739	1568	0.076239	1
FBgn0085197	492	321.435	0	0
FBgn0040696	1608	1437	0.579792	6.97
FBgn0054021	760	589.303	0.202854	1
FBgn0085196	661	490.341	0	0
FBgn0038942	490	319.436	0	0
FBgn0023530	829	658.264	62.0843	341.869
FBgn0034354	762.553	591.855	50.0909	248
FBgn0061469	3674	3503	23.7856	697
FBgn0029664	1471.02	1300.02	35.3104	384
FBgn0035325	1175	1004	0	0
FBgn0010549	4462.84	4291.84	9.24734	332
FBgn0030092	923.143	752.366	17.9544	113
FBgn0039034	1152	981.002	0	0
FBgn0053283	738	567.31	0	0
FBgn0030574	3348.11	3177.11	0.376261	10
FBgn0032491	718	547.321	0.218414	1
FBgn0259918	3113	2942	1.04672	25.76
FBgn0030323	1158.63	987.632	13.3143	109.999
FBgn0028946	1290	1119	0	0
FBgn0033204	1204.27	1033.27	31.028	268.192
FBgn0037994	2232	2061	0	0
FBgn0051103	1621	1450	0	0
FBgn0264432	859	688.236	0	0
FBgn0086265	1325.07	1154.08	0.517915	5
FBgn0039532	1739.73	1568.73	38.7874	508.999
FBgn0266083	6877.64	6706.64	15.8638	889.999
FBgn0260780	5206.91	5035.91	0.453194	19.091
FBgn0262810	568	397.389	0	0
FBgn0042129	788	617.288	0	0
FBgn0053758	537	366.399	0.978791	3
FBgn0040001	7395	7224	0.744659	45
FBgn0033240	1589.05	1418.06	6.66401	79.051
FBgn0013718	2999	2828	8.11444	191.964
FBgn0263593	3761.22	3590.22	56.0584	1683.6
FBgn0025373	1465	1294	49.9115	540.273
FBgn0043534	650	479.356	0	0
FBgn0032590	2668	2497	2.29797	48
FBgn0050265	1696.5	1525.5	0	0
FBgn0033581	2378	2207	43.1154	796
FBgn0038651	7605.83	7434.84	27.4785	1709
FBgn0013981	561.799	391.19	959.237	3139
FBgn0031494	1253	1082	5.0822	46
FBgn0265101	1085	914.002	58.3324	446
FBgn0037944	4470.7	4299.7	17.0429	613.001
FBgn0259189	1827	1656	0	0
FBgn0051954	978	807.17	0	0
FBgn0039759	1465.49	1294.49	0.923487	10
FBgn0013263	2215.24	2044.25	77.7684	1329.88
FBgn0033869	867	696.231	2.23209	13
FBgn0036932	667.51	496.847	42.346	176
FBgn0053239	607	436.38	0.022864	0.083
FBgn0053648	764	593.302	0.201487	1
FBgn0259824	3202.94	3031.94	37.9295	962
FBgn0034902	595.744	425.126	70.8607	252
FBgn0036433	914.044	743.242	3.21679	20
FBgn0263401	534	363.399	0	0
FBgn0260940	941	770.219	32.153	207.163
FBgn0039350	1680.95	1509.96	11.3212	142.999
FBgn0032717	5203.24	5032.24	32.3547	1362
FBgn0040370	1960.42	1789.42	0.133609	2
FBgn0263240	1529.89	1358.89	17.6821	201
FBgn0264693	4293.45	4122.46	100.536	3467
FBgn0036973	1853	1682	14.6361	205.935
FBgn0038492	7332.5	7161.5	0.092094	5.517
FBgn0034166	1597	1426	3.35322	40
FBgn0061515	1099.9	928.936	118.348	919.653
FBgn0024234	1650.66	1479.66	114.076	1412
FBgn0053801	1023	852.002	0.508114	3.621
FBgn0033202	1415	1244	0.096095	1
FBgn0259965	324	153.548	0	0
FBgn0039611	2185	2014	0.296779	5
FBgn0026262	4514	4343	16.9281	615
FBgn0024277	4564.24	4393.24	110.959	4077.81
FBgn0259964	418	247.477	0	0
FBgn0265269	795	624.287	0	0
FBgn0052750	1645	1474	0	0
FBgn0015829	1049.84	878.843	21.2195	156
FBgn0004102	4744.31	4573.32	0.082397	3.151
FBgn0038313	953	782.208	30.8711	202
FBgn0037417	1731	1560	0	0
FBgn0030700	1422	1251	3.83279	40.11
FBgn0039002	559	388.392	0	0
FBgn0031148	1806.59	1635.6	134.19	1836
FBgn0039023	2272	2101	3.69836	65
FBgn0040759	702.242	531.544	0.449793	2
FBgn0033222	583.323	412.707	1.15862	4
FBgn0023213	5614	5443	108.32	4932
FBgn0260985	1127	956.002	117.667	941
FBgn0039374	1224	1053	0	0
FBgn0011225	4372.62	4201.62	16.6157	584
FBgn0035838	1734	1563	6.42454	84
FBgn0029094	1132.03	961.027	63.1903	508
FBgn0004860	5935.26	5764.26	11.7819	568.114
FBgn0034710	1713	1542	0.077524	1
FBgn0031580	566	395.39	1.51171	5
FBgn0030033	3426	3255	0	0
FBgn0038531	1383	1212	0	0
FBgn0262595	543	372.396	0.321009	1
FBgn0004404	591.289	420.673	1480.73	5210.72
FBgn0037199	645.146	474.494	47.0546	186.771
FBgn0040098	792	621.287	0	0
FBgn0033249	1363.75	1192.75	0.400895	4
FBgn0039482	901	730.224	0	0
FBgn0034950	3184	3013	1.9441	49
FBgn0039217	2337.91	2166.91	0.036828	0.668
FBgn0032475	4701.89	4530.89	30.1292	1141.96
FBgn0051664	2021.5	1850.5	0.0646	1
FBgn0019936	564	393.39	3481.83	11458
FBgn0023506	1729	1558	10.2816	134
FBgn0260026	1065.96	895.09	1.92948	14.446
FBgn0035380	1631	1460	0.081878	1
FBgn0000173	904.574	733.806	190.041	1166.56
FBgn0027584	1878.4	1707.4	0.210043	3
FBgn0030313	907	736.226	0	0
FBgn0011710	2026	1855	102.336	1588
FBgn0038640	2394	2223	7.63609	142
FBgn0051785	1487	1316	0	0
FBgn0083228	4068.62	3897.63	0.337618	11.007
FBtr0304153	426	255.468	0	0
FBgn0032901	4482.21	4311.22	41.6201	1501
FBgn0053054	705.505	534.837	17.7931	79.607
FBgn0033919	2663.28	2492.28	11.4637	239
FBgn0046113	3004	2833	0.042196	1
FBgn0260742	1873.84	1702.84	86.481	1231.89
FBgn0014018	3117.8	2946.81	82.1884	2026
FBgn0000108	5609.19	5438.19	0.822365	37.412
FBgn0032054	1545.51	1374.51	41.0502	472
FBgn0039233	708	537.33	38.2658	172
FBgn0051054	523	352.41	0.039401	0.116
FBgn0030181	1100.92	929.919	0.257103	2
FBgn0040096	612	441.378	0.270839	1
FBgn0014454	858	687.237	0	0
FBgn0039042	672	501.339	0.238446	1
FBgn0053792	678	507.338	0	0
FBgn0262881	318	147.547	0	0
FBgn0051614	825	654.267	27.6317	151.231
FBgn0032646	1526	1355	48.6992	552
FBgn0030477	1282	1111	0.430395	4
FBgn0033388	2013.74	1842.74	6.61695	102
FBgn0032775	2549.88	2378.89	137.178	2729.84
